FIPS,STATE_FIPS,COUNTY_NAME,STATE_NAME,X,Y,Diabetes_Count,Diabetes_Per,Urban_Rural,Total_POP,Per_Rural_POP,Per_65_POP,Per_Black_POP,Per_Native_POP,Per_Asian_POP,Per_Hispanic_POP,Per_White_POP,Median_Income,Per_Unemployed,Per_Some_College,Per_Obesity,Per_Physically_Inactive,Per_Access_Exercise,Per_uninsured,Food_Env_Index
1071,1,Jackson,Alabama,906128.3197,1349861.498,4641,9.3,Urban,51582,77,21.1,3.3,1.6,0.6,3.1,89.1,46606,5.3,50,40,29,38,13,6.9
1073,1,Jefferson,Alabama,838191.1631,1205354.6,64399,11.8,Urban,655342,9.8,16.7,43.4,0.3,1.8,4.1,49.2,57802,6.2,69,39,25,80,10,6.7
1075,1,Lamar,Alabama,725857.7,1220472.403,1294,9.6,Rural,13764,100,22.5,10.2,0.3,0.1,2,85.9,40204,4.9,49,39,29,9,12,7.3
1077,1,Lauderdale,Alabama,755443.8463,1349000.612,8959,10.2,Urban,93368,49.3,20.9,9.8,0.4,0.9,3,84.3,52293,5.5,58,39,26,57,12,7.3
1079,1,Lawrence,Alabama,790299.6906,1309506.198,2841,9.2,Urban,32857,91.3,19.3,10.5,5.8,0.3,2.5,76.4,48924,4.9,53,39,30,57,15,7
1081,1,Lee,Alabama,991482.718,1114381.651,12555,10.1,Urban,166831,27.4,12.9,22.6,0.4,4.2,3.8,67.6,58963,5.2,74,37,25,60,11,6.8
1083,1,Limestone,Alabama,817073.2449,1344348.673,6631,7.5,Urban,102228,57.6,15.7,13.6,0.8,1.8,6.2,75.7,70850,4.3,61,35,26,43,12,7.5
1085,1,Lowndes,Alabama,876181.2191,1052196.1,892,10,Urban,9641,100,20.3,72.2,0.4,0.5,2,24.6,37499,13.3,42,49,37,1,12,4.7
1087,1,Macon,Alabama,962776.2814,1087058.722,2255,13.8,Rural,17895,55.5,21.3,79.3,0.3,0.5,2.2,16.6,37736,9.6,54,47,35,40,13,5.3
1089,1,Madison,Alabama,856563.8724,1342883.807,35397,11,Urban,379453,16.4,15.6,24.4,0.8,2.7,5.2,64.4,67810,4.6,75,35,23,74,10,7.4
1091,1,Marengo,Alabama,768811.3741,1052639.321,2136,12.4,Rural,18733,69.3,20.6,51.4,0.3,0.3,2.8,44.3,43198,6.2,51,44,32,48,11,6
1093,1,Marion,Alabama,741675.3786,1261966.009,2485,8.5,Rural,29703,88.9,21.6,3.8,0.5,0.3,2.6,91.7,44333,5.1,58,38,30,48,12,7.1
1095,1,Marshall,Alabama,883149.4316,1301065.899,8725,10.5,Urban,96990,53.3,17.4,2.6,1.1,0.8,15,79.6,51417,4.2,54,40,30,53,15,6.7
1097,1,Mobile,Alabama,743214.0162,886353.9691,43991,12.6,Urban,412716,20,17.1,36.2,0.9,2.1,3,56.3,50871,7.9,59,39,28,64,12,6.6
1099,1,Monroe,Alabama,815207.5273,981058.0214,1974,10,Rural,20459,79,21.7,41,1.3,0.4,1.7,53.9,38812,8.2,35,44,32,41,13,6
1101,1,Montgomery,Alabama,916722.625,1063658.541,26974,14.8,Urban,224639,10.5,16,59.5,0.3,3.4,3.7,31.9,49607,7.8,65,49,31,69,12,6.5
1103,1,Morgan,Alabama,832538.727,1305761.382,11211,10.5,Urban,119883,38.6,18.3,12.7,1.1,0.7,8.7,74.9,55688,4.5,54,40,28,71,15,7.1
1105,1,Perry,Alabama,811039.8848,1100138.096,803,10.4,Rural,8687,100,20.9,67,0.4,0.6,1.7,29.5,33712,10.9,42,51,41,55,12,3.4
1107,1,Pickens,Alabama,731203.5468,1165053.63,2190,11.9,Urban,19793,100,19.8,39.7,0.3,0.4,5.4,53.3,41870,6.5,50,42,34,4,13,6.9
1109,1,Pike,Alabama,946548.7153,1019904.422,3079,11.9,Urban,32966,51.7,15.8,37.8,0.7,1.9,2.4,55.7,43141,4.9,63,39,30,61,12,6.7
1111,1,Randolph,Alabama,973285.2542,1190092.777,2170,9.8,Rural,22920,81.3,21.3,18.8,0.5,0.5,3,75.7,46679,4.7,48,43,30,41,13,6.4
1113,1,Russell,Alabama,1011295.822,1081493.685,5844,12.4,Urban,58237,35.4,15.1,44.9,0.7,0.9,5.9,45.4,40821,5.1,65,42,33,56,12,6.7
1115,1,St. Clair,Alabama,889764.201,1228541.704,8477,10.6,Urban,90739,72.8,17.5,9.7,0.4,0.9,2.5,84.9,61973,4.9,58,38,26,49,12,7.9
1117,1,Shelby,Alabama,862964.3387,1175199.431,17730,9.3,Urban,221428,22.9,16.4,13.5,0.4,2.3,5.8,76.7,88444,3.9,78,33,21,74,9,8.3
1119,1,Sumter,Alabama,727404.035,1087525.042,1110,10.3,Rural,12225,100,19.8,70.4,0.2,1.8,1.3,25.4,32275,7,58,48,36,33,12,5.9
1121,1,Talladega,Alabama,907246.3344,1192676.758,7631,10.5,Urban,79985,55.8,18.9,32.9,0.4,0.6,2.5,62.1,44802,7,54,42,32,50,12,6.7
1123,1,Tallapoosa,Alabama,947322.4966,1138867.713,4004,10,Rural,40133,74.2,22.8,26.7,0.5,0.6,2.5,68.6,46654,6.9,48,40,31,60,14,7.3
1125,1,Tuscaloosa,Alabama,783090.3354,1170540.029,17691,11,Urban,210758,25.5,14.1,32.5,0.3,1.7,4,60.3,56610,6.6,65,42,29,75,10,7.2
1127,1,Walker,Alabama,798892.0647,1229583.653,5608,9.6,Urban,63143,74.1,20.1,6,0.6,0.5,2.8,88.6,46519,5.8,56,36,30,40,12,6.9
1129,1,Washington,Alabama,737348.0421,956049.341,2018,13.4,Rural,15976,100,20.5,23.1,7.8,0.8,1.6,65.3,36346,8,58,43,30,10,14,7.3
1131,1,Wilcox,Alabama,816409.2706,1027963.482,1032,11.1,Rural,10206,100,21,69.9,0.2,0.2,1.6,27,31909,14.7,41,51,39,2,12,4.1
1133,1,Winston,Alabama,788404.7509,1267513.85,1915,8.1,Rural,23508,84.9,22.6,0.9,0.9,0.4,3.3,93.3,46453,4.7,51,40,32,76,14,7.2
4001,4,Apache,Arizona,-1210740.252,1455925.988,8159,14.1,Rural,71875,74.1,16.5,0.5,74.9,0.4,6.8,18.1,36319,12.8,54,36,27,18,19,2.7
4003,4,Cochise,Arizona,-1290611.96,1071907.565,10411,8.6,Urban,127450,36.3,23.8,3.9,1.8,2.3,35.5,54.8,51171,7,66,31,24,68,13,6.7
4005,4,Coconino,Arizona,-1405359.239,1537195.839,7474,7.1,Urban,142481,31.5,13.9,1.3,27.3,2.1,14.6,54,57146,9.7,72,28,19,81,16,6.5
4007,4,Gila,Arizona,-1355993.094,1298458.724,5294,9.2,Urban,54303,41.1,30.1,0.6,18,0.9,19.2,61.7,49280,7.7,52,32,27,88,14,6.5
4009,4,Graham,Arizona,-1286205.946,1189918.657,2845,9.9,Urban,39211,46.4,14.3,1.5,13.1,0.8,33.5,51,55419,6.3,51,33,25,57,14,6.4
4011,4,Greenlee,Arizona,-1222278.216,1212493.161,515,7.5,Rural,9341,46.6,13.8,1.6,4.4,1,48.3,44.9,67530,5.5,55,33,24,71,11,7.2
4012,4,La Paz,Arizona,-1644757.363,1340753.453,2134,7.7,Rural,21480,56.3,41.7,0.8,18.1,1,28,56.9,41637,7.1,37,36,30,43,20,4.6
4013,4,Maricopa,Arizona,-1517262.179,1274184.658,316605,8.5,Urban,4579081,2.4,15.9,5.7,2.9,4.8,31.5,54.1,71799,7.4,67,31,22,93,13,8
4015,4,Mohave,Arizona,-1583919.555,1553444.329,25598,10.3,Urban,217206,23,32,1.1,3,1.3,17.2,76.4,46678,10,51,36,29,57,14,5.6
4017,4,Navajo,Arizona,-1284765.39,1467535.868,10828,11.3,Urban,112112,54.1,19.5,0.8,45.1,0.6,11.9,41.9,46698,10.1,52,34,27,60,16,4.3
4019,4,Pima,Arizona,-1476191.451,1125771.422,68759,7.3,Urban,1061175,7.5,20.9,3.5,4.4,3.4,38,50.9,56551,7.7,68,29,23,87,12,7.3
4021,4,Pinal,Arizona,-1420586.8,1207586.372,45291,10.6,Urban,480828,21.9,21.6,4.8,6.6,1.9,31,55.8,66992,7.5,54,37,25,64,13,7.1
4023,4,Santa Cruz,Arizona,-1398761.173,1048495.378,3741,9.4,Urban,46808,26.9,19.1,0.5,1.4,0.8,82.8,15.4,44402,11.4,56,35,29,65,19,6.1
4025,4,Yavapai,Arizona,-1498489.345,1412798.518,17886,6.2,Urban,240226,33.2,33.7,0.8,2.2,1.3,15,79.8,58860,7.5,61,28,21,85,14,6.9
4027,4,Yuma,Arizona,-1657902.488,1234156.053,20438,11.3,Urban,217824,10.4,20.1,1.9,2.4,1.6,64.7,30,54278,17.1,55,41,29,81,17,6.5
5001,5,Arkansas,Arkansas,422335.6565,1257742.809,1832,11.4,Rural,17383,34.7,20.5,25,0.4,0.7,3.8,68.3,51186,4,52,38,33,76,8,5.4
5003,5,Ashley,Arkansas,391924.6564,1133376.502,2051,11.2,Rural,19339,51.7,21.6,24.1,0.8,0.3,6,68.2,44677,9.3,51,40,36,44,10,6.5
5005,5,Baxter,Arkansas,325944.8231,1477160.052,3700,7.5,Urban,42242,65.8,31.5,0.5,0.8,0.5,2.6,94.3,44833,5.9,63,33,27,61,9,7.1
5007,5,Benton,Arkansas,155094.5293,1478108.344,18279,8.4,Urban,288774,25.2,13.8,1.9,1.9,4.6,17.3,71.9,78678,4.5,64,30,24,72,10,8
5009,5,Boone,Arkansas,258755.232,1477267.159,3318,9.3,Urban,37625,62.2,21.5,0.5,0.9,0.6,2.7,93.5,48153,5.3,60,37,29,42,10,6.8
5011,5,Bradley,Arkansas,354204.4236,1162472.481,759,8,Rural,10639,49.6,19.5,27.5,1.6,0.5,15.8,54.7,41578,5.8,42,43,33,49,13,6.8
5013,5,Calhoun,Arkansas,322441.5019,1171500.858,484,9.4,Urban,5113,100,22.4,21,0.7,0.2,4.4,72.2,50865,5.2,50,37,30,7,10,5.7
5015,5,Carroll,Arkansas,218922.7896,1479770.985,2433,8.7,Rural,28276,72.8,24.2,0.5,1.4,2.2,15.5,77.7,45397,5.7,42,35,29,54,14,7.3
5017,5,Chicot,Arkansas,435421.231,1143899.148,884,9.2,Rural,9924,54.3,22.5,53.2,0.6,0.8,6.1,38.7,35992,10.3,47,48,39,56,8,5
5019,5,Clark,Arkansas,258696.4416,1224518.294,1741,9.8,Urban,22103,54.4,17.1,23.9,0.6,0.7,4.9,68.1,46464,5.9,56,39,30,45,10,6.3
5021,5,Clay,Arkansas,496062.5084,1494564.049,1348,9.7,Rural,14375,58.9,21.9,0.8,0.6,0.2,2.4,94.6,43723,6,55,39,31,61,10,6.3
5023,5,Cleburne,Arkansas,356975.247,1394535.948,2317,8.3,Rural,24935,75.5,27.8,0.4,0.8,0.5,2.5,94.4,49964,7.6,42,37,29,36,9,6.9
5025,5,Cleveland,Arkansas,350188.7783,1210634.808,750,9.7,Urban,7957,100,21.6,11.1,0.6,0.2,2.9,84,57697,6.1,53,37,32,1,9,7.1
5027,5,Columbia,Arkansas,256754.7548,1130947.154,2143,11.1,Urban,23331,57.5,17.9,35.1,0.6,0.9,2.9,59.3,44925,6.8,58,40,33,52,10,6.4
5029,5,Conway,Arkansas,297531.8217,1361313.732,1692,8.6,Rural,21037,70.5,20.1,11.5,0.9,0.5,4.3,81,47049,6,53,39,31,46,8,6.2
5031,5,Craighead,Arkansas,480321.0855,1433405.663,8650,10.3,Urban,112245,32.2,14.2,16.9,0.5,1.4,5.3,74.3,51797,5.3,62,40,29,60,9,6.6
5033,5,Crawford,Arkansas,157810.2161,1394155.534,5562,10,Urban,63409,52,17.7,1.5,2.6,1.6,8.4,83.3,54534,5.4,54,36,31,65,12,6.3
5035,5,Crittenden,Arkansas,513412.7897,1365386.885,4394,11.8,Urban,47616,20.9,14.6,54.7,0.5,0.7,3,40.1,47545,8.3,56,47,34,77,9,6.4
5037,5,Cross,Arkansas,471183.736,1372833.132,1611,11.1,Rural,16142,56.8,19.2,23.3,0.5,0.8,2.2,71.8,40587,6.1,49,41,33,72,9,6.1
5041,5,Desha,Arkansas,435913.8349,1207239.844,979,10,Rural,11110,31.4,19.6,47.4,0.5,0.9,6.9,43.1,37421,7,41,45,38,41,11,5.6
5043,5,Drew,Arkansas,394404.8698,1178013.43,1377,9,Rural,17977,48.6,18.3,27.7,0.6,0.7,3.9,66.1,46787,6.9,65,43,35,66,9,6.7
5045,5,Faulkner,Arkansas,331289.0617,1349668.8,9902,10.4,Urban,126919,38.8,13.4,12.2,0.7,1.3,4.3,79.5,57367,5.4,66,36,27,64,8,6.7
5047,5,Franklin,Arkansas,189625.6278,1386218.18,1482,8.9,Rural,17897,82.6,20.4,0.9,1.6,1,3.4,91.5,47256,5.6,61,36,33,67,10,6.8
5049,5,Fulton,Arkansas,371643.9693,1489698.908,1212,9.2,Rural,12381,92.9,26.7,0.7,0.9,0.3,2,94.3,39839,5.1,61,38,32,44,9,6.6
5051,5,Garland,Arkansas,259314.0964,1283332.464,9790,9.9,Urban,99789,36.9,24.7,8.6,0.8,0.8,6.1,81.4,46459,8,62,31,28,72,10,6.2
5053,5,Grant,Arkansas,326626.6293,1253536.526,1426,8.5,Urban,18449,75,18.7,2.6,0.5,0.4,3.2,92.2,62077,5.2,54,37,27,35,8,6.7
5055,5,Greene,Arkansas,485077.6864,1465822.724,4908,12.8,Urban,45597,41.5,16.6,1.9,0.5,0.5,3,92.5,53821,6,50,40,29,67,8,6.7
5057,5,Hempstead,Arkansas,214525.827,1188055.448,1969,10.5,Rural,21253,55.8,19.2,30.1,0.7,0.6,13.4,53.5,42790,5.2,58,42,35,60,11,6
5059,5,Hot Spring,Arkansas,278873.2242,1254962.935,2642,8.4,Urban,33787,66,19.9,11.1,0.6,0.4,3.6,82.5,49582,5.8,52,36,31,21,9,6.5
5061,5,Howard,Arkansas,183788.2959,1226838.439,933,8.2,Rural,13109,67.5,18.5,20.7,1.5,0.7,13.2,63,40566,5,49,42,34,9,11,6.1
5063,5,Independence,Arkansas,396986.1129,1419036.274,2694,8.2,Urban,37757,68.6,18.4,2.3,0.9,0.9,6.9,87.8,50834,5.8,61,37,29,49,10,7.1
5065,5,Izard,Arkansas,364580.0196,1457251.02,1137,7.8,Rural,13613,100,26.2,2.2,0.8,0.5,2.6,92.7,41787,8.4,51,38,30,55,8,7.1
5067,5,Jackson,Arkansas,429625.2692,1404670.075,1389,9.3,Rural,16636,65.1,18.7,17,0.8,0.5,3.2,76.7,40789,7.1,47,39,34,46,9,5.4
5069,5,Jefferson,Arkansas,371628.2943,1252982.597,8464,14.8,Urban,65377,30.9,18.6,57.3,0.5,1,2.3,37.8,40588,8,48,44,34,63,8,6.4
5071,5,Johnson,Arkansas,228180.1822,1393640.817,2263,10.1,Rural,26513,71.4,17.3,1.6,1.2,3,14.4,78.1,39439,6.3,40,40,33,43,13,6.1
5073,5,Lafayette,Arkansas,221537.5884,1132961.495,569,8.2,Rural,6596,100,25,35.4,0.7,0.7,3.2,59,40007,7.6,49,41,36,11,12,5.9
5075,5,Lawrence,Arkansas,436707.5398,1454580.204,1241,8.3,Rural,16410,63.6,19.7,1.2,0.7,0.3,1.7,94.6,41188,6.1,58,38,30,35,9,5.7
5077,5,Lee,Arkansas,473424.8955,1315286.981,838,10.4,Rural,8513,63.5,20.9,53.6,0.6,0.6,3,41,32502,7.5,37,45,39,52,8,4.8
5079,5,Lincoln,Arkansas,391302.5952,1219018.366,901,8.1,Urban,12944,100,16.2,29.4,0.6,0.4,4.6,64.1,47903,6,28,40,35,38,8,6
5081,5,Little River,Arkansas,162556.8087,1183225.108,905,7.8,Urban,12180,68.5,21.6,19.5,1.6,0.5,3.7,72.6,47125,6.4,53,37,30,51,9,7.8
5083,5,Logan,Arkansas,206087.9587,1353403.041,2052,9.9,Rural,21410,71,20.8,1.3,1.2,2.1,3.1,90.6,43577,6.6,52,41,31,64,9,6.4
5085,5,Lonoke,Arkansas,373299.2293,1307381.435,6310,10.7,Urban,73921,44.8,14.5,6.3,0.7,0.9,4.7,85.6,59623,5.5,57,37,28,44,8,7.5
5087,5,Madison,Arkansas,203229.8493,1442388.352,1155,7.5,Urban,16644,100,20,0.5,1.8,0.9,6.1,88.7,45144,3.9,39,35,32,49,12,6.6
5089,5,Marion,Arkansas,295148.9411,1473943.42,1678,8.8,Rural,16790,100,29.1,0.6,1.1,0.6,2.6,93.4,39888,6.4,55,37,30,31,10,6.8
5091,5,Miller,Arkansas,195029.3472,1140265.061,4369,11.8,Urban,43177,40,17.5,25.4,0.9,0.6,3.7,67.7,43634,6.9,56,40,31,72,9,6.3
5093,5,Mississippi,Arkansas,532470.4543,1428975.558,3941,12.3,Urban,40066,36.3,15.4,35.7,0.6,0.5,4.7,57.5,47892,9,46,43,35,65,10,6.2
5095,5,Monroe,Arkansas,435774.9556,1301719.597,625,9.4,Rural,6584,69,24,40,0.8,0.8,2.9,53.8,35833,6.7,42,42,37,61,9,5.6
5097,5,Montgomery,Arkansas,213106.9019,1277843.282,763,7.5,Rural,9006,100,27.7,0.4,1.4,1.3,4.4,90.6,42751,6.8,44,37,30,97,13,6.1
5099,5,Nevada,Arkansas,247970.8945,1180864.704,672,8.7,Rural,8099,69.2,21.5,30.3,0.4,0.5,4.7,62.4,41854,5.9,42,42,32,48,8,4.6
5101,5,Newton,Arkansas,248778.5402,1433394.497,678,8.1,Urban,7602,100,27.8,0.5,1.3,0.6,2.2,93,40698,5,59,34,28,60,8,6.8
5103,5,Ouachita,Arkansas,287345.1173,1174251.825,2280,10.3,Urban,23167,56.4,21.6,39.7,0.4,0.5,2.6,54.8,46374,6,56,40,36,36,8,5.5
5105,5,Perry,Arkansas,277874.0963,1325399.075,926,9.2,Urban,10327,100,21.1,2,1,0.3,3.1,91.7,46317,5.5,60,37,29,48,9,7
5107,5,Phillips,Arkansas,469554.445,1275605.39,2173,14.3,Urban,17299,48,20.2,62.3,0.4,0.4,2,33.9,35167,9.1,61,48,38,63,8,4.4
5109,5,Pike,Arkansas,214452.0054,1235896.943,862,8.5,Rural,10643,100,21,3.4,1.3,0.8,6.9,86.4,43133,5.9,59,36,30,35,12,6.4
5111,5,Poinsett,Arkansas,479240.9242,1404530.665,1997,9.6,Urban,23283,71.1,18.5,8,0.4,0.4,3.6,85.8,36150,5.5,43,41,34,43,9,6.1
5113,5,Polk,Arkansas,161456.3368,1270801.319,1731,8.8,Rural,19707,73.4,23.7,0.5,2.2,0.9,6.4,88,42915,6.6,53,36,31,59,13,5.3
5115,5,Pope,Arkansas,266862.4365,1381043.102,5435,10.3,Urban,64334,54.5,16.6,3.1,1.1,1.3,9.7,83.3,46350,5.9,54,42,30,70,11,6.9
5117,5,Prairie,Arkansas,403371.9341,1317212.819,654,8,Rural,7966,100,24.3,10.9,0.5,0.2,2,85.2,48478,5.3,64,37,30,32,10,7.8
5119,5,Pulaski,Arkansas,334765.1331,1307555.833,32483,10,Urban,392980,12.3,16.5,37.9,0.5,2.3,6.3,51,56171,7.4,69,36,27,85,10,6.5
5121,5,Randolph,Arkansas,442039.221,1488555.733,1673,10.3,Rural,18247,67.4,19.7,1.2,0.8,0.5,2.5,91,46495,5.9,61,36,31,39,10,6.3
5123,5,St. Francis,Arkansas,474973.4109,1342390.793,2460,11.7,Urban,24682,51.6,17,52.5,0.9,0.6,5.7,39.2,37759,7.9,49,47,38,32,10,4.9
5125,5,Saline,Arkansas,302180.008,1292556.533,9834,9,Urban,123968,36.2,18.5,8.5,0.6,1.4,5.5,82.7,70550,5.1,69,39,27,57,7,7.7
5127,5,Scott,Arkansas,175621.6712,1313055.744,728,7.6,Rural,10164,70.4,21.1,0.6,2.7,3.2,8.2,83.6,41230,4.5,44,37,33,46,11,5.4
5129,5,Searcy,Arkansas,295163.9777,1433919.742,589,7,Rural,7842,100,26,0.4,1.5,0.4,3.1,92.3,33814,6.4,45,39,34,20,10,5.2
5131,5,Sebastian,Arkansas,155813.0466,1350516.749,11719,11,Urban,127590,20.8,16.9,6.7,2.5,4.7,14.9,68.4,48627,6,58,36,29,61,13,6.9
5133,5,Sevier,Arkansas,161324.8127,1216143.217,1370,10.4,Rural,16702,63.6,15.5,3.7,3.6,0.7,34.2,56.3,45838,5.8,35,41,34,37,17,6.4
5135,5,Sharp,Arkansas,402854.2096,1466357.015,1543,8.4,Rural,17424,80.1,26.3,0.9,1.1,0.5,2.7,92.9,40437,7.1,48,40,31,49,10,5.3
5137,5,Stone,Arkansas,343883.5923,1430021.734,953,6.9,Rural,12674,100,28.4,0.4,1,0.5,1.9,94.6,36148,7.1,49,37,33,50,11,5.8
5139,5,Union,Arkansas,315228.8032,1128070.39,3606,10.7,Urban,38219,54.5,18.8,32.8,0.5,0.8,4.1,60.5,47857,8.3,57,43,31,60,9,6.4
5141,5,Van Buren,Arkansas,312908.4832,1397513.836,2167,12.1,Rural,16541,100,27,0.7,1,0.4,3.4,92.7,42345,7.1,39,38,31,42,10,6.5
5143,5,Washington,Arkansas,159433.1948,1437877.144,17790,10.3,Urban,243216,25.5,12.4,3.5,1.6,2.6,17.2,70,57712,4.6,64,36,27,82,13,7.5
5145,5,White,Arkansas,383682.6063,1364050.577,7111,10.7,Urban,78729,54.3,16.9,4.4,0.7,0.8,4.6,87.5,43765,6.2,51,38,30,57,11,6.8
5147,5,Woodruff,Arkansas,429367.2299,1358372.258,519,8.2,Rural,6264,100,24.7,25.7,0.5,0.3,1.9,69.6,37634,5.8,50,40,35,46,9,7.1
